708,terminating,"708,972,1576,1394,874,566,286,218,112,136,134,70,74,40,50,43,1,0"
673,terminating,"673,1,0"
674,terminating,"674,340,416,466,236,184,176,196,203,37,1,0"
709,terminating,"709,1,0"
675,aspiring,"675,565,119,25,6"
511,terminating,"511,81,40,50,43,1,0"
710,terminating,"710,586,296,274,140,196,203,37,1,0"
676,terminating,"676,605,193,1,0"
677,terminating,"677,1,0"
512,terminating,"512,511,81,40,50,43,1,0"
711,terminating,"711,329,55,17,1,0"
678,terminating,"678,690,1038,1050,1926,2286,2706,3342,3354,4038,4050,7203,4001,1,0"
657,terminating,"657,305,67,1,0"
679,terminating,"679,105,87,33,15,9,4,3,1,0"
680,terminating,"680,940,1076,814,554,280,440,640,890,730,602,454,230,202,104,106,56,64,63,41,1,0"
681,terminating,"681,231,153,81,40,50,43,1,0"
712,terminating,"712,638,442,314,160,218,112,136,134,70,74,40,50,43,1,0"
658,terminating,"658,494,346,176,196,203,37,1,0"
682,terminating,"682,470,394,200,265,59,1,0"
683,terminating,"683,1,0"
659,terminating,"659,1,0"
713,terminating,"713,55,17,1,0"
684,terminating,"684,1136,1096,974,490,536,484,447,153,81,40,50,43,1,0"
685,aspiring,"685,143,25,6"
686,terminating,"686,514,260,328,302,154,134,70,74,40,50,43,1,0"
714,terminating,"714,1014,1182,1194,1206,1446,1458,1821,611,61,1,0"
687,terminating,"687,233,1,0"
688,terminating,"688,676,605,193,1,0"
715,terminating,"715,293,1,0"
689,terminating,"689,67,1,0"
716,terminating,"716,544,590,490,536,484,447,153,81,40,50,43,1,0"
717,terminating,"717,243,121,12,16,15,9,4,3,1,0"
690,terminating,"690,1038,1050,1926,2286,2706,3342,3354,4038,4050,7203,4001,1,0"
691,terminating,"691,1,0"
718,terminating,"718,362,184,176,196,203,37,1,0"
719,terminating,"719,1,0"
692,terminating,"692,526,266,214,110,106,56,64,63,41,1,0"
693,terminating,"693,555,357,219,77,19,1,0"
694,terminating,"694,350,394,200,265,59,1,0"
596,terminating,"596,454,230,202,104,106,56,64,63,41,1,0"
695,terminating,"695,145,35,13,1,0"
632,terminating,"632,568,512,511,81,40,50,43,1,0"
597,terminating,"597,203,37,1,0"
633,terminating,"633,215,49,8,7,1,0"
598,terminating,"598,410,346,176,196,203,37,1,0"
634,terminating,"634,320,442,314,160,218,112,136,134,70,74,40,50,43,1,0"
599,terminating,"599,1,0"
737,terminating,"737,79,1,0"
635,terminating,"635,133,27,13,1,0"
738,terminating,"738,900,1921,131,1,0"
739,terminating,"739,1,0"
636,terminating,"636,876,1196,1156,993,335,73,1,0"
740,terminating,"740,856,764,580,680,940,1076,814,554,280,440,640,890,730,602,454,230,202,104,106,56,64,63,41,1,0"
637,terminating,"637,161,31,1,0"
741,terminating,"741,379,1,0"
638,terminating,"638,442,314,160,218,112,136,134,70,74,40,50,43,1,0"
639,terminating,"639,297,183,65,19,1,0"
